iter	MultiClass
183	0.3748490767
184	0.3736208187
185	0.3722293652
186	0.3703243365
187	0.3693186466
188	0.3679239969
189	0.3660369079
190	0.364239386
191	0.3628001327
192	0.3620682821
193	0.3598055463
194	0.358513807
195	0.3560601782
196	0.3540658942
197	0.3532791996
198	0.3519656135
199	0.3510560619
200	0.3498214461
201	0.3482085167
202	0.34773968
203	0.3465409387
204	0.3451834217
205	0.3437191858
206	0.3423085312
207	0.3408459921
208	0.3396068568
209	0.3376984762
210	0.3362643891
211	0.3351524204
212	0.3335846621
213	0.3328551392
214	0.3319810756
215	0.3300738537
216	0.3290472572
217	0.3282775405
218	0.3267091005
219	0.3252435432
220	0.3235738038
221	0.3221050171
222	0.3214836863
223	0.3201200343
224	0.3183876024
225	0.3170167627
226	0.3158145914
227	0.3149502631
228	0.3138961117
229	0.3125888848
230	0.311975602
231	0.3113854691
232	0.3104561094
233	0.3088489084
234	0.3073303953
235	0.3063484612
236	0.3054484211
237	0.3050998637
238	0.3030879272
239	0.301766472
240	0.3001803081
241	0.2993204225
242	0.2970546041
243	0.2960706911
244	0.2950775456
245	0.2939317637
246	0.2934526179
247	0.2924341146
248	0.2910972441
249	0.2893181326
250	0.2882061337
251	0.286955092
252	0.2860656413
253	0.2855161457
254	0.2842239562
255	0.2834825637
256	0.2820555377
257	0.2803716265
258	0.2795825177
259	0.2781668335
260	0.2774448616
261	0.276174705
262	0.2751835052
263	0.2745054934
264	0.2735691717
265	0.2725569389
266	0.2715855678
267	0.270644698
268	0.2695936173
269	0.2682534952
270	0.2677272788
271	0.2667450388
272	0.2650755923
273	0.2639275442
274	0.2631126805
275	0.2621402004
276	0.2613340146
277	0.2602937637
278	0.2590892757
279	0.2578389093
280	0.257438607
281	0.2564720704
282	0.2558451802
283	0.2545389795
284	0.253965304
285	0.2530763264
286	0.252223643
287	0.2513523096
288	0.2502637848
289	0.2492414605
290	0.2482794992
291	0.2473384486
292	0.2463160932
293	0.2453944074
294	0.2444291655
295	0.2431641959
296	0.2423667772
297	0.2413634984
298	0.2407124535
299	0.2399922695
300	0.239387791
301	0.2385686087
302	0.2381964992
303	0.2376181197
304	0.2366975706
305	0.2357805866
306	0.2346783267
307	0.2339049739
308	0.2331962482
309	0.2324849885
310	0.2316054688
311	0.230646952
312	0.2297120603
313	0.2293061947
314	0.2277561838
315	0.226371624
316	0.2258213646
317	0.2248512232
318	0.2236893456
319	0.222886251
320	0.2220534433
321	0.2212126156
322	0.2203529608
323	0.2197269957
324	0.2189533406
325	0.217873424
326	0.2173127406
327	0.2165550904
328	0.2159791258
329	0.2152082366
330	0.2149529985
331	0.2144269905
332	0.2133201064
333	0.2127143135
334	0.2122579301
335	0.2116078432
336	0.2106120667
337	0.2102512451
338	0.2096830741
339	0.208741697
340	0.207972204
341	0.2074242251
342	0.2067208827
343	0.205948497
344	0.2053174711
345	0.2048145944
346	0.2039152607
347	0.2031003422
348	0.2022029048
349	0.2017073418
350	0.2009743312
351	0.2005999162
352	0.1998986236
353	0.1992980884
354	0.198826279
355	0.1981683455
356	0.1980350084
357	0.1974202198
358	0.1967009646
359	0.1959913856
360	0.1947743805
361	0.1942144641
362	0.1937108707
363	0.1929255644
364	0.1923400533
365	0.1916235062
366	0.1910995951
367	0.1909030328
368	0.1900814254
369	0.1894653092
370	0.188755036
371	0.1882201856
372	0.18759152
373	0.1870391469
374	0.1866780892
375	0.1862545944
376	0.1854535287
377	0.1849970491
378	0.1846973891
379	0.1841103794
380	0.1837836496
381	0.183587511
382	0.18322809
383	0.1827672719
384	0.1821241677
385	0.1815888424
386	0.1808400826
387	0.1799622463
388	0.1791077191
389	0.1785771132
390	0.1779644454
391	0.1770549027
392	0.1767954302
393	0.1759864205
394	0.1755456625
395	0.1747718264
396	0.174149815
397	0.1737690056
398	0.1735318377
399	0.173230815
400	0.1725483864
401	0.1721858872
402	0.1717483403
403	0.171004225
404	0.1707097362
405	0.1704039502
406	0.1702063993
407	0.1698083229
408	0.1691987614
409	0.1684401635
410	0.1680029466
411	0.1674028697
412	0.1667685936
413	0.1661639899
414	0.1655898488
415	0.1650635855
416	0.1646219308
417	0.1641897304
418	0.163667882
419	0.1629209242
420	0.1624940525
421	0.1621262405
422	0.1618479172
423	0.1615182402
424	0.1609644795
425	0.1605485026
426	0.1603452614
427	0.1597307344
428	0.1592192646
429	0.1589178792
430	0.1581685631
431	0.1575996186
432	0.157141079
433	0.1567846595
434	0.1561991998
435	0.1554709167
436	0.1551211854
437	0.1546731592
438	0.1541080053
439	0.1535410151
440	0.1529753284
441	0.152708793
442	0.1524102988
443	0.1518828003
444	0.1514710189
445	0.1508946244
446	0.1503658778
447	0.1500098197
448	0.1495375262
449	0.1493640908
450	0.1490423627
451	0.1486252547
452	0.1482781172
453	0.1479759166
454	0.1475740456
455	0.1472044059
456	0.1468730936
457	0.1466686609
458	0.1463452847
459	0.1459075425
460	0.1455037337
461	0.1452995504
462	0.1448006485
463	0.1443599413
464	0.1440111827
465	0.1435893579
466	0.1432012286
467	0.1429850161
468	0.1426306626
469	0.1423555317
470	0.1421460207
471	0.1415520167
472	0.1406703426
473	0.1400987175
474	0.1397457042
475	0.1394174421
476	0.1389595026
477	0.1383870323
478	0.1379823747
479	0.1377897809
480	0.1373158452
481	0.136977953
482	0.1366171897
483	0.1362650093
484	0.1359349395
485	0.1355703462
486	0.1352947327
487	0.1351455863
488	0.1347975667
489	0.1345999271
490	0.1343317094
491	0.1340809128
492	0.1337367562
493	0.1333035919
494	0.1328638631
495	0.1324389354
496	0.1320720705
497	0.1318340891
498	0.1314182893
499	0.131150967
500	0.130804943
501	0.130547955
502	0.1303489513
503	0.1300853227
504	0.1299161072
505	0.1296669881
506	0.1295184899
507	0.12924389
508	0.1288938391
509	0.128580716
510	0.1282096895
511	0.1279529851
512	0.1275521569
513	0.1271918421
514	0.1269334518
515	0.126672638
516	0.1264319151
517	0.1261477135
518	0.1258624313
519	0.1257257791
520	0.1252382538
521	0.1250170755
522	0.1246544443
523	0.1242818854
524	0.1239532131
525	0.1235525032
526	0.1229309745
527	0.1226672639
528	0.1224267799
529	0.1221931684
530	0.1218190034
531	0.1216346115
532	0.1213842012
533	0.121095242
534	0.1207963955
535	0.1205451445
536	0.1202906436
537	0.1198619533
538	0.1196269669
539	0.1192903427
540	0.1190842757
541	0.1188747878
542	0.1186722569
543	0.118328126
544	0.117999263
545	0.1175260359
546	0.1172748385
547	0.1169789714
548	0.1167628646
549	0.11632104
550	0.1158713619
551	0.1156184619
552	0.1154094178
553	0.1150843565
554	0.1149602015
555	0.1145833767
556	0.1143868465
557	0.114196014
558	0.1138432021
559	0.1135631717
560	0.1133005179
561	0.1130770695
562	0.1129398992
563	0.1127012683
564	0.112478112
565	0.1121491332
566	0.1119554892
567	0.1116787293
568	0.1114186705
569	0.1111983935
570	0.1110131805
571	0.110735485
572	0.1104250457
573	0.1101223109
574	0.1098607501
575	0.1096128297
576	0.1092267543
577	0.1090375553
578	0.108756738
579	0.1085044346
580	0.1083762317
581	0.108094057
582	0.1078329487
583	0.1076302004
584	0.1075204186
585	0.1074365339
586	0.1071889042
587	0.1068486872
588	0.1065691653
589	0.1061779371
590	0.1059098398
591	0.1057085448
592	0.1054261044
593	0.1051998451
594	0.1048615119
595	0.1046297975
596	0.1044899796
597	0.1042394156
598	0.1040977165
599	0.1038129313
600	0.1034958313
601	0.103226263
602	0.1030434699
603	0.1027382769
604	0.102500299
605	0.102164816
606	0.101927288
607	0.1017937391
608	0.1015078321
609	0.1012285293
610	0.101157402
611	0.1009226305
612	0.1007212014
613	0.1004733573
614	0.1003141951
615	0.1001154889
616	0.09991058914
617	0.09965618115
618	0.09944975438
619	0.09918898854
620	0.0989506303
621	0.0986978728
622	0.09854564302
623	0.09836429231
624	0.09825143945
625	0.09807378815
626	0.09783037214
627	0.09770704192
628	0.09744235518
629	0.09716917923
630	0.09686333754
631	0.09664379962
632	0.09645754266
633	0.0962234265
634	0.09600395901
635	0.09567641283
636	0.09554596624
637	0.09535291079
638	0.09517084528
639	0.09498433492
640	0.09477766571
641	0.09459663845
642	0.09442784102
643	0.09429556032
644	0.09412004357
645	0.09390806565
646	0.09362742616
647	0.09345282016
648	0.09335680852
649	0.09308498476
650	0.09292218394
651	0.09264059555
652	0.09251988794
653	0.09236247599
654	0.09215510333
655	0.09191847191
656	0.09175198158
657	0.09151328211
658	0.09131325135
659	0.09103354996
660	0.0909041329
661	0.09072642994
662	0.09052306035
663	0.09037429884
664	0.09014655916
665	0.09003717865
666	0.08995972616
667	0.08975124857
668	0.08956942924
669	0.08939369948
670	0.0891768997
671	0.08904231939
672	0.08890418837
673	0.08867467998
674	0.08849653965
675	0.08835611286
676	0.08818090263
677	0.08799732365
678	0.0878409341
679	0.08771744697
680	0.08752525354
681	0.08733814599
682	0.08725243128
683	0.08710677305
684	0.0868502578
685	0.08668386068
686	0.08648956636
687	0.08635151538
688	0.08626907072
689	0.0861568025
690	0.08597141255
691	0.08576046954
692	0.08559928831
693	0.08538291284
694	0.08520211854
695	0.0850542466
696	0.08494308942
697	0.08474533054
698	0.08449462582
699	0.08436452396
700	0.08416884381
701	0.08400724831
702	0.083722311
703	0.08359902313
704	0.08342616152
705	0.08327710385
706	0.08312227948
707	0.08298411271
708	0.08292113425
709	0.08272821477
710	0.08255732016
711	0.08241973654
712	0.08224665916
713	0.08211757127
714	0.08188468045
715	0.08180688234
716	0.08163711878
717	0.08149978638
718	0.08141193276
719	0.08127255444
720	0.08109111204
721	0.08096446044
722	0.08079582794
723	0.08061966712
724	0.08039540144
725	0.08033579689
726	0.08010048201
727	0.07991267006
728	0.07975380427
729	0.07956939018
730	0.07940650549
731	0.07933900543
732	0.07922610794
733	0.07910243749
734	0.07891750749
735	0.07874410729
736	0.07861213434
737	0.07846151217
738	0.07828459785
739	0.07809091471
740	0.07791337516
741	0.07766211189
742	0.07752028669
743	0.07733080151
744	0.0771736722
745	0.0770653142
746	0.07699271802
747	0.07689314779
748	0.0768285272
749	0.07670828469
750	0.07663882505
751	0.07652586232
752	0.07637974088
753	0.07628168908
754	0.07611773163
755	0.07602093466
756	0.07590219713
757	0.07575233667
758	0.07561595467
759	0.07551947642
760	0.07545119729
761	0.07532567616
762	0.0751921252
763	0.07508170923
764	0.07491613731
765	0.07479627066
766	0.07470563287
767	0.07456491329
768	0.07444181568
769	0.07433275787
770	0.07421944215
771	0.07407967275
772	0.07394727313
773	0.07379775808
774	0.07368259408
775	0.07357022731
776	0.07343235572
777	0.073306543
778	0.07318698432
779	0.07299283668
780	0.07287873587
781	0.07273131725
782	0.07262807055
783	0.07257116558
784	0.0725067311
785	0.07231717563
786	0.07222759402
787	0.07208417117
788	0.07194394852
789	0.07179298303
790	0.07169348638
791	0.07160553629
792	0.07149603345
793	0.07137410448
794	0.07126497457
795	0.07119383714
796	0.07100952176
797	0.0708538091
798	0.0707440604
799	0.07066000665
800	0.07058153632
801	0.07047051168
802	0.0702831781
803	0.0702508276
804	0.07014818412
805	0.07001140135
806	0.06983647263
807	0.06975821954
808	0.06970188314
809	0.06959031572
810	0.06946040083
811	0.06931586779
812	0.06923396767
813	0.06920093804
814	0.06913654225
815	0.0689727406
816	0.06884441281
817	0.06870040724
818	0.06860629851
819	0.06848232891
820	0.06839421056
821	0.06824526056
822	0.06814651399
823	0.0680240303
824	0.06795329794
825	0.06785682627
826	0.06771152828
827	0.06753011324
828	0.06734885743
829	0.06724438619
830	0.06711657041
831	0.06702967142
832	0.06693384435
833	0.06684578999
834	0.06674720999
835	0.06663290917
836	0.06653124157
837	0.06644530832
838	0.06637997922
839	0.06624184397
840	0.066164067
841	0.06607921134
842	0.0660101202
843	0.06590462039
844	0.06581167951
845	0.06564863523
846	0.06552548076
847	0.06539025501
848	0.06522339962
849	0.06511100359
850	0.06505489778
851	0.06491193816
852	0.06478406036
853	0.06468828229
854	0.06458880339
855	0.06446217513
856	0.06434957109
857	0.06422510462
858	0.06411022014
859	0.06405121858
860	0.06394595902
861	0.06389488084
862	0.06383634934
863	0.06367898417
864	0.06356023743
865	0.06350833805
866	0.06338810813
867	0.06327297451
868	0.0631763766
869	0.06307313552
870	0.06290780542
871	0.06280223383
872	0.06272202459
873	0.06266929384
874	0.06254564464
875	0.06243560688
876	0.06235245619
877	0.06225488346
878	0.06211622836
879	0.0620240477
880	0.06192061771
881	0.06178218353
882	0.06168660219
883	0.06159435961
884	0.06151518061
885	0.06142898904
886	0.06135221196
887	0.0612777479
888	0.06111570101
889	0.06100255289
890	0.06087753982
891	0.06077293831
892	0.06063760986
893	0.06055609019
894	0.06044160679
895	0.06034588793
896	0.0602403838
897	0.0601705492
898	0.06014259196
899	0.06002870636
900	0.05992642049
901	0.05982470475
902	0.05978246345
903	0.05968331704
904	0.05960135544
905	0.05952985139
906	0.05939329295
907	0.05931196725
908	0.0592278192
909	0.05912890552
910	0.05904379418
911	0.05894358293
912	0.05888437063
913	0.05883130443
914	0.05873790865
915	0.05865386078
916	0.05859305087
917	0.05853629283
918	0.05842576577
919	0.05831891167
920	0.05821652148
921	0.05814845036
922	0.05806363591
923	0.0579966285
924	0.0579103993
925	0.05782611724
926	0.05776753106
927	0.05769511048
928	0.05762139597
929	0.0574886641
930	0.05733447977
931	0.05725086669
932	0.05715509977
933	0.05707576169
934	0.05697421681
935	0.05687425413
936	0.05678448092
937	0.05669925664
938	0.05656536437
939	0.05648838944
940	0.05637250757
941	0.05634032578
942	0.05621358571
943	0.05616822674
944	0.05611542648
945	0.05601440645
946	0.05592672018
947	0.05581908849
948	0.05574818992
949	0.05566566126
950	0.05557999774
951	0.05547381238
952	0.05530945975
953	0.05524415074
954	0.05517378782
955	0.05515474264
956	0.05505949579
957	0.05495659338
958	0.05491231141
959	0.05479090019
960	0.0546679496
961	0.05459978325
962	0.05448522581
963	0.05441103532
964	0.05428683387
965	0.05419564896
966	0.05414357187
967	0.05405366159
968	0.05397126662
969	0.05385575408
970	0.0537534882
971	0.05366922712
972	0.0535688706
973	0.05350630123
974	0.05343545557
975	0.05337471457
976	0.05328060498
977	0.05325504449
978	0.05318718384
979	0.05313881553
980	0.05307973442
981	0.05300582564
982	0.05292172839
983	0.05285042971
984	0.05278122603
985	0.05271924705
986	0.05265314685
987	0.0525858178
988	0.05251077573
989	0.05244066722
990	0.0523757281
991	0.05229746888
992	0.05224191781
993	0.05218588337
994	0.05212749711
995	0.05209930306
996	0.05197988424
997	0.0518802498
998	0.05181130726
999	0.05170946406
